Game,TOI,CF%,SCF%,SH%,SV%,PDO,Division
"2021-01-20 - Canadiens 5, Canucks 6",50.333333333333,56.52,56.25,14.81,90.0,1.048,North
"2021-01-20 - Canadiens 5, Canucks 6",50.333333333333,43.48,43.75,10.0,85.19,0.952,North
"2021-01-20 - Oilers 3, Maple Leafs 1",46.3,43.75,50.0,5.56,93.33,0.989,North
"2021-01-20 - Oilers 3, Maple Leafs 1",46.3,56.25,50.0,6.67,94.44,1.011,North
"2021-01-21 - Canadiens 7, Canucks 3",31.783333333333,69.35,67.86,17.39,80.0,0.974,North
"2021-01-21 - Canadiens 7, Canucks 3",31.783333333333,30.65,32.14,20.0,82.61,1.026,North
"2021-01-21 - Jets 4, Senators 1",39.533333333333,41.67,42.42,0.0,77.78,0.778,North
"2021-01-21 - Jets 4, Senators 1",39.533333333333,58.33,57.58,22.22,100.0,1.222,North
"2021-01-22 - Oilers 2, Maple Leafs 4",51.733333333333,50.55,50.0,3.85,95.45,0.993,North
"2021-01-22 - Oilers 2, Maple Leafs 4",51.733333333333,49.45,50.0,4.55,96.15,1.007,North
"2021-01-23 - Canadiens 5, Canucks 2",47.416666666667,57.78,61.36,14.29,89.47,1.038,North
"2021-01-23 - Canadiens 5, Canucks 2",47.416666666667,42.22,38.64,10.53,85.71,0.962,North
"2021-01-23 - Senators 3, Jets 6",49.183333333333,42.86,40.0,15.79,90.32,1.061,North
"2021-01-23 - Senators 3, Jets 6",49.183333333333,57.14,60.0,9.68,84.21,0.939,North
"2021-01-24 - Maple Leafs 3, Flames 2",46.666666666667,57.14,56.52,4.35,92.31,0.967,North
"2021-01-24 - Maple Leafs 3, Flames 2",46.666666666667,42.86,43.48,7.69,95.65,1.033,North
"2021-01-24 - Oilers 4, Jets 3",49.283333333333,46.55,49.18,12.5,94.44,1.069,North
"2021-01-24 - Oilers 4, Jets 3",49.283333333333,53.45,50.82,5.56,87.5,0.931,North
"2021-01-25 - Senators 1, Canucks 7",46.85,52.75,51.11,3.7,77.78,0.815,North
"2021-01-25 - Senators 1, Canucks 7",46.85,47.25,48.89,22.22,96.3,1.185,North
"2021-01-26 - Maple Leafs 4, Flames 3",50.516666666667,58.02,56.52,8.7,82.35,0.91,North
"2021-01-26 - Maple Leafs 4, Flames 3",50.516666666667,41.98,43.48,17.65,91.3,1.09,North
"2021-01-26 - Oilers 4, Jets 6",48.966666666667,47.14,38.89,5.26,81.82,0.871,North
"2021-01-26 - Oilers 4, Jets 6",48.966666666667,52.86,61.11,18.18,94.74,1.129,North
"2021-01-27 - Senators 1, Canucks 5",44.75,46.32,37.25,0.0,85.71,0.857,North
"2021-01-27 - Senators 1, Canucks 5",44.75,53.68,62.75,14.29,100.0,1.143,North
"2021-01-28 - Flames 2, Canadiens 4",46.55,55.56,50.0,5.56,94.12,0.997,North
"2021-01-28 - Flames 2, Canadiens 4",46.55,44.44,50.0,5.88,94.44,1.003,North
"2021-01-28 - Maple Leafs 4, Oilers 3",39.3,56.76,48.72,4.76,87.5,0.923,North
"2021-01-28 - Maple Leafs 4, Oilers 3",39.3,43.24,51.28,12.5,95.24,1.077,North
"2021-01-28 - Senators 1, Canucks 4",45.066666666667,56.12,47.5,3.45,86.36,0.898,North
"2021-01-28 - Senators 1, Canucks 4",45.066666666667,43.88,52.5,13.64,96.55,1.102,North
"2021-01-30 - Canucks 4, Jets 1",46.25,44.44,35.0,12.0,95.24,1.072,North
"2021-01-30 - Canucks 4, Jets 1",46.25,55.56,65.0,4.76,88.0,0.928,North
"2021-01-30 - Flames 2, Canadiens 0",37.966666666667,40.45,34.55,0.0,100.0,1.0,North
"2021-01-30 - Flames 2, Canadiens 0",37.966666666667,59.55,65.45,0.0,100.0,1.0,North
"2021-01-30 - Maple Leafs 3, Oilers 4",54.483333333333,57.14,57.89,7.69,91.67,0.994,North
"2021-01-30 - Maple Leafs 3, Oilers 4",54.483333333333,42.86,42.11,8.33,92.31,1.006,North
"2021-01-31 - Senators 5, Oilers 8",45.0,36.05,44.19,21.05,90.32,1.114,North
"2021-01-31 - Senators 5, Oilers 8",45.0,63.95,55.81,9.68,78.95,0.886,North
"2021-02-01 - Canucks 2, Canadiens 6",48.783333333333,56.04,53.85,11.76,91.67,1.034,North
"2021-02-01 - Canucks 2, Canadiens 6",48.783333333333,43.96,46.15,8.33,88.24,0.966,North
"2021-02-01 - Flames 4, Jets 3",46.166666666667,58.23,64.44,15.0,100.0,1.15,North
"2021-02-01 - Flames 4, Jets 3",46.166666666667,41.77,35.56,0.0,85.0,0.85,North
"2021-02-02 - Canucks 3, Canadiens 5",44.833333333333,53.49,55.56,15.38,96.43,1.118,North
"2021-02-02 - Canucks 3, Canadiens 5",44.833333333333,46.51,44.44,3.57,84.62,0.882,North
"2021-02-02 - Flames 2, Jets 3",47.4,53.26,54.76,8.7,92.0,1.007,North
"2021-02-02 - Flames 2, Jets 3",47.4,46.74,45.24,8.0,91.3,0.993,North
"2021-02-02 - Senators 2, Oilers 4",45.883333333333,50.53,51.61,18.18,90.48,1.087,North
"2021-02-02 - Senators 2, Oilers 4",45.883333333333,49.47,48.39,9.52,81.82,0.913,North
"2021-02-04 - Canucks 3, Maple Leafs 7",48.15,62.86,67.44,20.69,88.24,1.089,North
"2021-02-04 - Canucks 3, Maple Leafs 7",48.15,37.14,32.56,11.76,79.31,0.911,North
"2021-02-04 - Flames 1, Jets 4",44.75,48.72,46.88,5.26,86.36,0.916,North
"2021-02-04 - Flames 1, Jets 4",44.75,51.28,53.13,13.64,94.74,1.084,North
"2021-02-04 - Senators 3, Canadiens 2",48.566666666667,57.89,62.0,3.57,89.47,0.93,North
"2021-02-04 - Senators 3, Canadiens 2",48.566666666667,42.11,38.0,10.53,96.43,1.07,North
"2021-02-06 - Canadiens 2, Senators 1",46.1,41.67,45.71,4.0,100.0,1.04,North
"2021-02-06 - Canadiens 2, Senators 1",46.1,58.33,54.29,0.0,96.0,0.96,North
"2021-02-06 - Canucks 1, Maple Leafs 5",44.95,55.0,63.27,16.0,100.0,1.16,North
"2021-02-06 - Canucks 1, Maple Leafs 5",44.95,45.0,36.73,0.0,84.0,0.84,North
"2021-02-06 - Oilers 4, Flames 6",42.233333333333,49.35,56.25,21.74,89.47,1.112,North
"2021-02-06 - Oilers 4, Flames 6",42.233333333333,50.65,43.75,10.53,78.26,0.888,North
"2021-02-08 - Canucks 1, Maple Leafs 3",46.616666666667,44.59,37.84,18.75,100.0,1.188,North
"2021-02-08 - Canucks 1, Maple Leafs 3",46.616666666667,55.41,62.16,0.0,81.25,0.813,North
"2021-02-08 - Oilers 3, Senators 1",47.15,56.04,59.52,7.14,95.45,1.026,North
"2021-02-08 - Oilers 3, Senators 1",47.15,43.96,40.48,4.55,92.86,0.974,North
"2021-02-09 - Jets 2, Flames 3",52.2,60.76,70.59,7.69,95.45,1.031,North
"2021-02-09 - Jets 2, Flames 3",52.2,39.24,29.41,4.55,92.31,0.969,North
"2021-02-09 - Oilers 3, Senators 2",52.783333333333,35.48,34.15,15.0,94.74,1.097,North
"2021-02-09 - Oilers 3, Senators 2",52.783333333333,64.52,65.85,5.26,85.0,0.903,North
"2021-02-10 - Maple Leafs 4, Canadiens 2",46.85,62.2,57.89,6.67,93.33,1.0,North
"2021-02-10 - Maple Leafs 4, Canadiens 2",46.85,37.8,42.11,6.67,93.33,1.0,North
"2021-02-11 - Flames 3, Canucks 1",41.266666666667,46.55,46.67,14.29,95.65,1.099,North
"2021-02-11 - Flames 3, Canucks 1",41.266666666667,53.45,53.33,4.35,85.71,0.901,North
"2021-02-11 - Oilers 3, Canadiens 0",52.9,44.04,43.33,8.33,100.0,1.083,North
"2021-02-11 - Oilers 3, Canadiens 0",52.9,55.96,56.67,0.0,91.67,0.917,North
"2021-02-11 - Senators 1, Jets 5",53.116666666667,61.9,67.16,2.56,82.61,0.852,North
"2021-02-11 - Senators 1, Jets 5",53.116666666667,38.1,32.84,17.39,97.44,1.148,North
"2021-02-13 - Canadiens 2, Maple Leafs 1",56.466666666667,58.95,48.15,8.0,95.24,1.032,North
"2021-02-13 - Canadiens 2, Maple Leafs 1",56.466666666667,41.05,51.85,4.76,92.0,0.968,North
"2021-02-13 - Flames 1, Canucks 3",50.683333333333,32.35,36.54,6.25,95.0,1.013,North
"2021-02-13 - Flames 1, Canucks 3",50.683333333333,67.65,63.46,5.0,93.75,0.988,North
"2021-02-13 - Senators 2, Jets 1",54.733333333333,41.44,43.4,7.14,100.0,1.071,North
"2021-02-13 - Senators 2, Jets 1",54.733333333333,58.56,56.6,0.0,92.86,0.929,North
"2021-02-15 - Flames 4, Canucks 3",41.833333333333,49.41,53.49,14.29,100.0,1.143,North
"2021-02-15 - Flames 4, Canucks 3",41.833333333333,50.59,46.51,0.0,85.71,0.857,North
"2021-02-15 - Jets 6, Oilers 5",51.766666666667,60.61,64.29,11.11,76.19,0.873,North
"2021-02-15 - Jets 6, Oilers 5",51.766666666667,39.39,35.71,23.81,88.89,1.127,North
"2021-02-15 - Senators 6, Maple Leafs 5",49.75,50.0,46.55,12.5,86.67,0.992,North
"2021-02-15 - Senators 6, Maple Leafs 5",49.75,50.0,53.45,13.33,87.5,1.008,North
"2021-02-17 - Canucks 5, Flames 1",54.133333333333,59.22,52.08,3.13,82.76,0.859,North
"2021-02-17 - Canucks 5, Flames 1",54.133333333333,40.78,47.92,17.24,96.88,1.141,North
"2021-02-17 - Jets 2, Oilers 3",38.966666666667,36.62,37.84,14.29,100.0,1.143,North
"2021-02-17 - Jets 2, Oilers 3",38.966666666667,63.38,62.16,0.0,85.71,0.857,North
"2021-02-17 - Senators 1, Maple Leafs 2",46.9,58.23,54.0,4.0,91.67,0.957,North
"2021-02-17 - Senators 1, Maple Leafs 2",46.9,41.77,46.0,8.33,96.0,1.043,North
"2021-02-18 - Senators 3, Maple Leafs 7",51.55,63.16,55.56,9.68,78.26,0.879,North
"2021-02-18 - Senators 3, Maple Leafs 7",51.55,36.84,44.44,21.74,90.32,1.121,North
"2021-02-19 - Jets 2, Canucks 0",49.783333333333,57.14,53.06,0.0,95.65,0.957,North
"2021-02-19 - Jets 2, Canucks 0",49.783333333333,42.86,46.94,4.35,100.0,1.043,North
"2021-02-19 - Oilers 2, Flames 1",48.833333333333,50.65,44.12,6.25,91.3,0.976,North
"2021-02-19 - Oilers 2, Flames 1",48.833333333333,49.35,55.88,8.7,93.75,1.024,North
"2021-02-20 - Flames 1, Oilers 7",44.25,62.2,65.96,0.0,73.33,0.733,North
"2021-02-20 - Flames 1, Oilers 7",44.25,37.8,34.04,26.67,100.0,1.267,North
"2021-02-20 - Maple Leafs 5, Canadiens 3",51.5,56.79,61.9,10.34,90.48,1.008,North
"2021-02-20 - Maple Leafs 5, Canadiens 3",51.5,43.21,38.1,9.52,89.66,0.992,North
"2021-02-21 - Canadiens 2, Senators 3",44.0,61.18,55.88,6.9,90.48,0.974,North
"2021-02-21 - Canadiens 2, Senators 3",44.0,38.82,44.12,9.52,93.1,1.026,North
"2021-02-21 - Jets 4, Canucks 3",46.733333333333,57.47,55.32,7.41,92.0,0.994,North
"2021-02-21 - Jets 4, Canucks 3",46.733333333333,42.53,44.68,8.0,92.59,1.006,North
"2021-02-22 - Flames 3, Maple Leafs 0",39.016666666667,39.74,40.63,5.0,100.0,1.05,North
"2021-02-22 - Flames 3, Maple Leafs 0",39.016666666667,60.26,59.38,0.0,95.0,0.95,North
"2021-02-23 - Canadiens 4, Senators 5",48.9,53.27,57.14,12.9,91.3,1.042,North
"2021-02-23 - Canadiens 4, Senators 5",48.9,46.73,42.86,8.7,87.1,0.958,North
"2021-02-23 - Oilers 4, Canucks 3",49.333333333333,51.46,54.17,11.54,88.89,1.004,North
"2021-02-23 - Oilers 4, Canucks 3",49.333333333333,48.54,45.83,11.11,88.46,0.996,North
"2021-02-24 - Flames 1, Maple Leafs 2",45.15,40.23,42.22,5.56,100.0,1.056,North
"2021-02-24 - Flames 1, Maple Leafs 2",45.15,59.77,57.78,0.0,94.44,0.944,North
"2021-02-25 - Canadiens 3, Jets 6",45.666666666667,50.0,47.5,10.53,80.95,0.915,North
"2021-02-25 - Canadiens 3, Jets 6",45.666666666667,50.0,52.5,19.05,89.47,1.085,North
"2021-02-25 - Flames 1, Senators 6",60.0,52.17,41.86,3.33,80.65,0.84,North
"2021-02-25 - Flames 1, Senators 6",60.0,47.83,58.14,19.35,96.67,1.16,North
"2021-02-25 - Oilers 3, Canucks 0",41.066666666667,43.9,40.48,0.0,100.0,1.0,North
"2021-02-25 - Oilers 3, Canucks 0",41.066666666667,56.1,59.52,0.0,100.0,1.0,North
"2021-02-27 - Canadiens 1, Jets 2",50.783333333333,74.73,72.0,2.7,100.0,1.027,North
"2021-02-27 - Canadiens 1, Jets 2",50.783333333333,25.27,28.0,0.0,97.3,0.973,North
"2021-02-27 - Flames 6, Senators 3",45.066666666667,56.57,54.29,12.9,100.0,1.129,North
"2021-02-27 - Flames 6, Senators 3",45.066666666667,43.43,45.71,0.0,87.1,0.871,North
"2021-02-27 - Maple Leafs 4, Oilers 0",59.6,60.42,53.49,0.0,89.29,0.893,North
"2021-02-27 - Maple Leafs 4, Oilers 0",59.6,39.58,46.51,10.71,100.0,1.107,North
"2021-03-01 - Canucks 4, Jets 0",52.283333333333,39.47,33.33,12.5,100.0,1.125,North
"2021-03-01 - Canucks 4, Jets 0",52.283333333333,60.53,66.67,0.0,87.5,0.875,North
"2021-03-01 - Flames 1, Senators 5",50.233333333333,43.27,40.54,0.0,86.21,0.862,North
"2021-03-01 - Flames 1, Senators 5",50.233333333333,56.73,59.46,13.79,100.0,1.138,North
"2021-03-01 - Maple Leafs 3, Oilers 0",47.133333333333,65.75,56.76,0.0,84.62,0.846,North
"2021-03-01 - Maple Leafs 3, Oilers 0",47.133333333333,34.25,43.24,15.38,100.0,1.154,North
"2021-03-02 - Canucks 2, Jets 5",51.866666666667,45.28,38.0,3.85,91.43,0.953,North
"2021-03-02 - Canucks 2, Jets 5",51.866666666667,54.72,62.0,8.57,96.15,1.047,North
"2021-03-02 - Senators 1, Canadiens 3",50.716666666667,58.14,66.67,0.0,95.24,0.952,North
"2021-03-02 - Senators 1, Canadiens 3",50.716666666667,41.86,33.33,4.76,100.0,1.048,North
"2021-03-03 - Maple Leafs 6, Oilers 1",53.566666666667,61.96,53.49,4.17,80.0,0.842,North
"2021-03-03 - Maple Leafs 6, Oilers 1",53.566666666667,38.04,46.51,20.0,95.83,1.158,North
"2021-03-04 - Jets 4, Canadiens 3",53.183333333333,56.25,48.65,4.0,85.0,0.89,North
"2021-03-04 - Jets 4, Canadiens 3",53.183333333333,43.75,51.35,15.0,96.0,1.11,North
"2021-03-04 - Maple Leafs 1, Canucks 3",52.066666666667,47.73,57.89,4.35,92.59,0.969,North
"2021-03-04 - Maple Leafs 1, Canucks 3",52.066666666667,52.27,42.11,7.41,95.65,1.031,North
"2021-03-04 - Senators 3, Flames 7",49.25,47.5,43.59,28.0,92.0,1.2,North
"2021-03-04 - Senators 3, Flames 7",49.25,52.5,56.41,8.0,72.0,0.8,North
"2021-03-06 - Flames 2, Oilers 3",50.0,45.45,53.85,3.57,89.29,0.929,North
"2021-03-06 - Flames 2, Oilers 3",50.0,54.55,46.15,10.71,96.43,1.071,North
"2021-03-06 - Jets 1, Canadiens 7",54.416666666667,49.48,47.62,25.93,100.0,1.259,North
"2021-03-06 - Jets 1, Canadiens 7",54.416666666667,50.52,52.38,0.0,74.07,0.741,North
"2021-03-06 - Maple Leafs 2, Canucks 4",54.316666666667,57.52,58.49,5.41,92.0,0.974,North
"2021-03-06 - Maple Leafs 2, Canucks 4",54.316666666667,42.48,41.51,8.0,94.59,1.026,North
"2021-03-07 - Senators 4, Flames 3",41.266666666667,62.5,62.86,10.53,85.71,0.962,North
"2021-03-07 - Senators 4, Flames 3",41.266666666667,37.5,37.14,14.29,89.47,1.038,North
"2021-03-08 - Canadiens 1, Canucks 2",51.166666666667,60.42,60.0,0.0,100.0,1.0,North
"2021-03-08 - Canadiens 1, Canucks 2",51.166666666667,39.58,40.0,0.0,100.0,1.0,North
"2021-03-08 - Senators 2, Oilers 3",47.65,52.25,55.36,6.25,92.0,0.983,North
"2021-03-08 - Senators 2, Oilers 3",47.65,47.75,44.64,8.0,93.75,1.018,North
"2021-03-09 - Jets 4, Maple Leafs 3",49.633333333333,62.35,72.73,3.13,84.21,0.873,North
"2021-03-09 - Jets 4, Maple Leafs 3",49.633333333333,37.65,27.27,15.79,96.88,1.127,North
"2021-03-10 - Canadiens 5, Canucks 1",45.133333333333,65.31,76.0,10.81,100.0,1.108,North
"2021-03-10 - Canadiens 5, Canucks 1",45.133333333333,34.69,24.0,0.0,89.19,0.892,North
"2021-03-10 - Senators 1, Oilers 7",51.8,51.16,55.81,17.24,95.24,1.125,North
"2021-03-10 - Senators 1, Oilers 7",51.8,48.84,44.19,4.76,82.76,0.875,North
"2021-03-11 - Canadiens 1, Flames 2",50.066666666667,62.5,58.54,8.7,93.33,1.02,North
"2021-03-11 - Canadiens 1, Flames 2",50.066666666667,37.5,41.46,6.67,91.3,0.98,North
"2021-03-11 - Jets 3, Maple Leafs 4",54.683333333333,63.73,69.64,9.38,91.67,1.01,North
"2021-03-11 - Jets 3, Maple Leafs 4",54.683333333333,36.27,30.36,8.33,90.63,0.99,North
"2021-03-12 - Senators 2, Oilers 6",49.883333333333,49.52,56.0,16.13,95.83,1.12,North
"2021-03-12 - Senators 2, Oilers 6",49.883333333333,50.48,44.0,4.17,83.87,0.88,North
"2021-03-13 - Canadiens 1, Flames 3",49.516666666667,58.54,64.86,7.41,100.0,1.074,North
"2021-03-13 - Canadiens 1, Flames 3",49.516666666667,41.46,35.14,0.0,92.59,0.926,North
"2021-03-13 - Jets 5, Maple Leafs 2",48.7,42.86,43.75,6.25,87.5,0.938,North
"2021-03-13 - Jets 5, Maple Leafs 2",48.7,57.14,56.25,12.5,93.75,1.063,North
"2021-03-13 - Oilers 1, Canucks 2",50.1,53.19,58.97,0.0,95.0,0.95,North
"2021-03-13 - Oilers 1, Canucks 2",50.1,46.81,41.03,5.0,100.0,1.05,North
"2021-03-14 - Maple Leafs 3, Senators 4",47.416666666667,45.36,45.1,13.04,96.0,1.09,North
"2021-03-14 - Maple Leafs 3, Senators 4",47.416666666667,54.64,54.9,4.0,86.96,0.91,North
"2021-03-15 - Canadiens 4, Jets 2",51.583333333333,46.6,46.81,8.7,100.0,1.087,North
"2021-03-15 - Canadiens 4, Jets 2",51.583333333333,53.4,53.19,0.0,91.3,0.913,North
"2021-03-15 - Canucks 3, Senators 2",47.183333333333,59.65,59.68,2.38,92.31,0.947,North
"2021-03-15 - Canucks 3, Senators 2",47.183333333333,40.35,40.32,7.69,97.62,1.053,North
"2021-03-15 - Oilers 3, Flames 4",50.15,50.0,50.0,16.0,86.96,1.03,North
"2021-03-15 - Oilers 3, Flames 4",50.15,50.0,50.0,13.04,84.0,0.97,North
"2021-03-17 - Canadiens 3, Jets 4",49.466666666667,61.39,57.45,6.67,88.0,0.947,North
"2021-03-17 - Canadiens 3, Jets 4",49.466666666667,38.61,42.55,12.0,93.33,1.053,North
"2021-03-17 - Canucks 3, Senators 2",52.0,61.32,62.5,7.69,92.31,1.0,North
"2021-03-17 - Canucks 3, Senators 2",52.0,38.68,37.5,7.69,92.31,1.0,North
"2021-03-17 - Oilers 7, Flames 3",50.633333333333,58.97,61.36,7.69,81.82,0.895,North
"2021-03-17 - Oilers 7, Flames 3",50.633333333333,41.03,38.64,18.18,92.31,1.105,North
"2021-03-18 - Jets 1, Oilers 2",54.35,48.15,51.52,10.0,95.24,1.052,North
"2021-03-18 - Jets 1, Oilers 2",54.35,51.85,48.48,4.76,90.0,0.948,North
"2021-03-19 - Canucks 3, Canadiens 2",50.0,53.85,57.14,0.0,92.0,0.92,North
"2021-03-19 - Canucks 3, Canadiens 2",50.0,46.15,42.86,8.0,100.0,1.08,North
"2021-03-19 - Flames 4, Maple Leafs 3",47.983333333333,35.0,23.68,23.08,85.71,1.088,North
"2021-03-19 - Flames 4, Maple Leafs 3",47.983333333333,65.0,76.32,14.29,76.92,0.912,North
"2021-03-20 - Canucks 4, Canadiens 5",56.85,67.96,77.08,8.82,76.92,0.857,North
"2021-03-20 - Canucks 4, Canadiens 5",56.85,32.04,22.92,23.08,91.18,1.143,North
"2021-03-20 - Flames 0, Maple Leafs 2",44.016666666667,45.35,39.02,0.0,91.67,0.917,North
"2021-03-20 - Flames 0, Maple Leafs 2",44.016666666667,54.65,60.98,8.33,100.0,1.083,North
"2021-03-20 - Jets 2, Oilers 4",48.566666666667,60.0,70.83,10.34,96.0,1.063,North
"2021-03-20 - Jets 2, Oilers 4",48.566666666667,40.0,29.17,4.0,89.66,0.937,North
"2021-03-22 - Flames 1, Senators 2",52.05,59.78,51.35,3.23,90.48,0.937,North
"2021-03-22 - Flames 1, Senators 2",52.05,40.22,48.65,9.52,96.77,1.063,North
"2021-03-22 - Jets 4, Canucks 0",56.0,47.79,42.86,0.0,85.71,0.857,North
"2021-03-22 - Jets 4, Canucks 0",56.0,52.21,57.14,14.29,100.0,1.143,North
"2021-03-24 - Flames 1, Senators 3",48.2,56.0,52.78,4.35,92.0,0.963,North
"2021-03-24 - Flames 1, Senators 3",48.2,44.0,47.22,8.0,95.65,1.037,North
"2021-03-24 - Jets 5, Canucks 1",48.766666666667,62.11,62.22,3.13,91.3,0.944,North
"2021-03-24 - Jets 5, Canucks 1",48.766666666667,37.89,37.78,8.7,96.88,1.056,North
"2021-03-25 - Maple Leafs 3, Senators 2",49.55,40.0,37.25,4.17,94.12,0.983,North
"2021-03-25 - Maple Leafs 3, Senators 2",49.55,60.0,62.75,5.88,95.83,1.017,North
"2021-03-26 - Jets 3, Flames 2",45.383333333333,53.85,44.44,0.0,95.24,0.952,North
"2021-03-26 - Jets 3, Flames 2",45.383333333333,46.15,55.56,4.76,100.0,1.048,North
"2021-03-27 - Jets 2, Flames 4",48.8,65.0,61.76,10.34,86.67,0.97,North
"2021-03-27 - Jets 2, Flames 4",48.8,35.0,38.24,13.33,89.66,1.03,North
"2021-03-27 - Oilers 3, Maple Leafs 4",53.9,43.21,34.21,16.67,86.96,1.036,North
"2021-03-27 - Oilers 3, Maple Leafs 4",53.9,56.79,65.79,13.04,83.33,0.964,North
"2021-03-29 - Jets 5, Flames 1",47.416666666667,52.17,55.88,0.0,78.26,0.783,North
"2021-03-29 - Jets 5, Flames 1",47.416666666667,47.83,44.12,21.74,100.0,1.217,North
"2021-03-29 - Oilers 3, Maple Leafs 2",56.0,43.96,36.73,10.0,93.33,1.033,North
"2021-03-29 - Oilers 3, Maple Leafs 2",56.0,56.04,63.27,6.67,90.0,0.967,North
"2021-03-30 - Oilers 0, Canadiens 4",45.933333333333,34.67,22.86,0.0,86.21,0.862,North
"2021-03-30 - Oilers 0, Canadiens 4",45.933333333333,65.33,77.14,13.79,100.0,1.138,North
"2021-03-31 - Maple Leafs 3, Jets 1",41.966666666667,44.29,55.88,11.76,100.0,1.118,North
"2021-03-31 - Maple Leafs 3, Jets 1",41.966666666667,55.71,44.12,0.0,88.24,0.882,North
"2021-04-01 - Canadiens 4, Senators 1",51.883333333333,60.22,54.05,8.57,100.0,1.086,North
"2021-04-01 - Canadiens 4, Senators 1",51.883333333333,39.78,45.95,0.0,91.43,0.914,North
"2021-04-02 - Flames 2, Oilers 3",46.766666666667,55.56,66.67,10.0,94.74,1.047,North
"2021-04-02 - Flames 2, Oilers 3",46.766666666667,44.44,33.33,5.26,90.0,0.953,North
"2021-04-02 - Maple Leafs 2, Jets 1",52.0,50.5,48.21,3.33,96.15,0.995,North
"2021-04-02 - Maple Leafs 2, Jets 1",52.0,49.5,51.79,3.85,96.67,1.005,North
"2021-04-03 - Senators 6, Canadiens 3",47.583333333333,55.56,50.0,8.33,86.96,0.953,North
"2021-04-03 - Senators 6, Canadiens 3",47.583333333333,44.44,50.0,13.04,91.67,1.047,North
"2021-04-04 - Maple Leafs 4, Flames 2",52.066666666667,53.76,46.81,7.14,86.67,0.938,North
"2021-04-04 - Maple Leafs 4, Flames 2",52.066666666667,46.24,53.19,13.33,92.86,1.062,North
"2021-04-05 - Maple Leafs 5, Flames 3",50.0,53.93,56.86,8.0,82.61,0.906,North
"2021-04-05 - Maple Leafs 5, Flames 3",50.0,46.07,43.14,17.39,92.0,1.094,North
"2021-04-05 - Oilers 2, Canadiens 3",51.25,36.71,27.5,6.67,92.59,0.993,North
"2021-04-05 - Oilers 2, Canadiens 3",51.25,63.29,72.5,7.41,93.33,1.007,North
"2021-04-05 - Senators 3, Jets 4",44.566666666667,34.44,29.27,14.29,91.67,1.06,North
"2021-04-05 - Senators 3, Jets 4",44.566666666667,65.56,70.73,8.33,85.71,0.94,North
"2021-04-07 - Canadiens 2, Maple Leafs 3",50.416666666667,50.47,40.68,3.45,89.66,0.931,North
"2021-04-07 - Canadiens 2, Maple Leafs 3",50.416666666667,49.53,59.32,10.34,96.55,1.069,North
"2021-04-07 - Oilers 4, Senators 2",48.75,45.65,50.0,8.7,92.0,1.007,North
"2021-04-07 - Oilers 4, Senators 2",48.75,54.35,50.0,8.0,91.3,0.993,North
